 Program: FIND Thu Jul 21 12:40:42 2022

 Threshold above background:   50.0
 Approximate FWHM:      3.50000
 Sharpness Limits: Low  0.20  High  1.00
 Roundness Limits: Low -1.00  High  1.00

 No of sources above threshold  5748
 No. of sources rejected by SHARPNESS criteria     439
 No. of sources rejected by ROUNDNESS criteria     760
 No. of sources rejected by CENTROID  criteria       7

             STAR       X       Y     FLUX     SHARP    ROUND
             3332  935.13  727.90     78.7     0.43     0.16
             3333   32.99  729.27     58.5     0.41    -0.72
             3334  593.30  729.20     50.9     0.43     0.22
             3335  222.32  730.33     55.5     0.57     0.23
             3336  367.64  729.28     54.3     0.44     0.18
             3337  484.96  730.36   2990.0     0.45     0.06
             3338  908.76  730.29     84.3     0.30    -0.15
             3339   82.38  731.17    124.2     0.41    -0.37
             3340  476.89  730.32    316.1     0.41     0.73
             3341  520.16  730.84     85.4     0.44     0.31
             3342  887.04  731.07     71.0     0.42     0.06
             3343  930.62  731.00     59.8     0.33    -0.23
             3344  947.00  731.20     55.8     0.34     0.18
             3345   39.70  732.28     87.3     0.29    -0.52
             3346  388.80  732.43    188.0     0.46     0.10
             3347  971.29  731.70    637.2     0.40     0.06
             3348   78.94  732.89    107.9     0.46    -0.42
             3349  105.61  733.02    447.3     0.44    -0.07
             3350  298.83  733.47   2506.3     0.45    -0.01
             3351  313.39  733.32     79.2     0.36    -0.10
             3352  526.96  733.36     53.9     0.77    -0.09
             3353  610.97  733.23     65.6     0.45     0.04
             3354  685.02  732.87     91.1     0.37     0.61
             3355  717.30  733.08    184.4     0.39    -0.08
             3356  276.81  734.28   1639.1     0.45    -0.11
             3357  625.96  734.19     85.8     0.46    -0.03
             3358  650.96  734.12     83.8     0.52    -0.08
             3359  216.70  735.35     79.3     0.41     0.00
             3360  306.72  735.46   1524.1     0.46     0.00
             3361  420.56  735.15     85.3     0.49    -0.14
             3362  434.88  734.98     89.9     0.50     0.20
             3363  691.21  735.24     62.5     0.29    -0.03
             3364  109.82  736.39    150.3     0.41     0.07
             3365  206.74  736.21     68.1     0.34     0.17
             3366  392.93  736.50   1082.6     0.46     0.07
             3367  474.98  735.52    176.2     0.40     0.08
             3368  535.24  735.82    134.1     0.41    -0.25
             3369  596.13  736.01    463.2     0.41     0.05
             3370  639.26  736.02     66.0     0.41     0.21
             3371  704.17  735.92   2937.4     0.41     0.08
             3372  848.40  736.23    112.1     0.41     0.19
             3373   31.48  737.51    166.3     0.43    -0.15
             3374  100.46  737.11   1625.2     0.44    -0.22
             3375  400.66  736.66     95.8     0.41     0.16
             3376  604.86  737.26    997.6     0.46     0.10
             3377  945.14  736.75     86.2     0.37     0.22
             3378   68.62  738.07     62.0     0.32    -0.25
             3379  285.38  736.79     54.3     0.52     0.27
             3380  447.52  738.07  30871.2     0.45    -0.17
             3381  455.06  738.42    711.7     0.47     0.03
             3382  617.70  737.82     91.1     0.43    -0.38
             3383  834.18  738.15    269.3     0.41    -0.13
             3384  380.18  739.55     52.1     0.44     0.10
             3385  436.28  739.13     55.9     0.45    -0.27
             3386  487.73  739.16    114.0     0.39     0.01
             3387  818.04  738.88    769.1     0.43     0.10
             3388  968.46  738.91    224.1     0.45    -0.07
             3389  249.16  739.89     62.8     0.45    -0.68
             3390  885.73  740.33    704.2     0.42     0.06
             3391  370.59  740.67     60.9     0.43     0.30
             3392  556.18  741.44     51.6     0.30     0.16
             3393  571.86  741.08     58.9     0.38    -0.08
             3394  730.11  741.41   1908.1     0.42     0.15
             3395  316.12  742.51   1320.6     0.42    -0.02
             3396    7.04  742.54     62.4     0.41     0.41
             3397  681.62  743.44    156.7     0.40     0.11
             3398  748.39  743.89    114.5     0.46     0.41
             3399  111.04  743.84     55.7     0.40    -0.87
             3400  128.35  744.27     50.4     0.38    -0.70
             3401  130.53  744.11    137.7     0.42    -0.31
             3402  147.74  743.89     52.6     0.58     0.03
             3403  207.95  744.35     64.0     0.50    -0.32
             3404  290.33  744.09     66.0     0.21     0.04
             3405  525.85  743.80     68.5     0.37    -0.13
             3406  617.00  744.06     50.8     0.39    -0.75
             3407  441.70  744.66     83.9     0.48    -0.45
             3408  604.46  745.17    102.7     0.50     0.15
             3409  716.70  744.68   4011.1     0.43     0.13
             3410  981.90  745.01     51.5     0.43     0.12
             3411   39.79  746.10     77.6     0.51     0.05
             3412   51.03  745.18     54.7     0.30     0.36
             3413   94.64  746.25    130.8     0.45     0.15
             3414  987.86  746.14     70.8     0.36    -0.55
             3415  298.95  746.79     95.7     0.45    -0.12
             3416  388.87  747.04     60.4     0.38     0.21
             3417  428.47  747.43     61.2     0.23     0.21
             3418  584.94  746.60     69.1     0.38     0.45
             3419  747.15  747.26    169.8     0.46     0.47
             3420  791.12  746.73    746.0     0.42     0.21
             3421  923.80  746.98    378.3     0.42    -0.06
             3422  962.43  747.16     82.4     0.44    -0.58
             3423  244.65  748.16    882.2     0.46    -0.11
             3424  337.78  747.96    132.7     0.33    -0.37
             3425  481.68  747.80    163.0     0.39    -0.08
             3426  969.76  747.63    131.4     0.44     0.26
             3427   47.59  749.22     76.2     0.45     0.74
             3428  154.48  749.34    309.9     0.43    -0.14
             3429  264.18  749.24    167.6     0.43    -0.31
             3430  364.40  748.97    185.9     0.40    -0.26
             3431  595.82  749.28   3249.4     0.46     0.13
             3432  771.91  749.27    101.3     0.43    -0.08
             3433  540.84  750.34     50.5     0.43    -0.02
             3434  649.61  749.82    510.9     0.40    -0.00
             3435  671.28  750.21     96.1     0.47    -0.21
             3436  693.56  749.97     99.4     0.40     0.00
             3437  873.13  749.76     55.7     0.46     0.97
             3438  911.13  750.49    101.2     0.46     0.26
             3439    7.25  751.03     52.7     0.32     0.68
             3440  179.68  751.19     96.4     0.48    -0.01
             3441  399.84  751.16     92.1     0.45     0.30
             3442  426.03  750.09     71.3     0.48     0.28
             3443  654.75  750.88    288.1     0.45     0.00
             3444  758.62  751.00     53.4     0.35     0.25
             3445  315.01  751.43    226.9     0.34     0.38
             3446  341.42  751.70     65.6     0.37    -0.09
             3447  510.40  752.32    160.9     0.42    -0.07
             3448   85.88  753.33     79.1     0.29     0.20
             3449  462.70  753.24    327.2     0.46    -0.05
             3450  945.09  752.55     87.9     0.48     0.23
             3451  172.27  754.02    136.5     0.41    -0.42
             3452  215.55  754.07     71.1     0.33    -0.33
             3453  309.09  754.26    126.1     0.42    -0.32
             3454  573.57  754.25     98.1     0.46    -0.45
             3455  113.82  755.02    293.7     0.35    -0.17
             3456  244.77  754.54     65.2     0.50     0.25
             3457  295.44  755.36     54.3     0.78    -0.67
             3458  377.73  755.27     67.4     0.42     0.71
             3459  397.98  754.64     58.9     0.49     0.62
             3460  471.13  755.59     56.9     0.54     0.97
             3461  540.80  755.05    548.0     0.44     0.06
             3462  734.25  755.02     61.7     0.36     0.64
             3463  766.91  756.14     74.1     0.47     0.39
             3464  785.07  755.35     64.4     0.46    -0.33
             3465  831.28  754.97     84.5     0.33     0.18
             3466 1008.78  755.23    107.5     0.41    -0.10
             3467  226.02  757.26    127.0     0.46    -0.29
             3468  301.49  757.30     73.7     0.43    -0.03
             3469  338.52  757.39    321.5     0.49     0.11
             3470  696.08  757.09     81.9     0.37    -0.21
             3471   38.25  758.42     56.4     0.28    -0.19
             3472  481.60  757.97    230.3     0.44    -0.09
             3473  685.08  757.41     53.2     0.42     0.31
             3474  179.16  759.03     53.0     0.52     0.89
             3475  407.17  758.93    265.4     0.39    -0.08
             3476  454.17  759.35     64.9     0.29    -0.20
             3477  476.04  758.81     97.7     0.39    -0.42
             3478  548.21  758.75     71.9     0.44     0.28
             3479  767.19  758.90     94.2     0.43     0.42
             3480  898.51  759.03     83.9     0.31    -0.36
             3481  123.31  759.97     92.3     0.43    -0.34
             3482  144.00  759.39     54.7     0.49    -0.82
             3483  421.10  759.73     97.2     0.29     0.29
             3484  627.14  759.73    321.5     0.35     0.25
             3485  401.91  760.65     59.8     0.43    -0.06
             3486  490.88  760.89     87.9     0.39    -0.16
             3487  560.23  760.97     51.6     0.40     0.54
             3488  865.01  761.09    137.9     0.39     0.24
             3489  907.90  760.96    298.4     0.37     0.05
             3490  931.34  760.99    120.8     0.49     0.05
             3491  944.99  761.01    156.7     0.48    -0.03
             3492  268.03  762.09     77.9     0.52    -0.57
             3493  696.67  762.85    141.6     0.46     0.45
             3494  815.80  761.98    101.8     0.47     0.35
             3495   91.56  763.26    360.7     0.45    -0.15
             3496  526.98  763.26     78.6     0.28     0.19
             3497  691.47  763.83     63.5     0.29     0.27
             3498  742.12  762.81   1447.0     0.41     0.10
             3499  185.35  764.46    339.2     0.46    -0.19
             3500  507.97  764.35    585.2     0.46     0.06
             3501  588.05  763.92     55.9     0.29    -0.36
             3502  859.70  764.50     61.9     0.28    -0.13
             3503  326.68  764.67     66.9     0.48     0.68
             3504  377.30  764.89     59.5     0.30    -0.68
             3505  477.34  765.44     53.7     0.50    -0.53
             3506  766.55  764.86     63.9     0.46    -0.17
             3507  797.68  764.82     55.5     0.39    -0.44
             3508  813.83  765.09     69.4     0.42    -0.01
             3509  897.95  764.80    168.1     0.42    -0.01
             3510 1006.68  764.73     50.0     0.50    -0.03
             3511  622.20  765.71     50.2     0.52    -0.50
             3512  663.50  766.10     96.3     0.44    -0.29
             3513  866.29  766.50    480.7     0.45     0.23
             3514  877.59  766.33    153.1     0.41     0.19
             3515   67.31  766.95     60.5     0.27    -0.53
             3516  232.37  767.60     93.2     0.39    -0.24
             3517  270.26  767.43    373.6     0.45    -0.25
             3518  300.72  767.01     71.9     0.39    -0.21
             3519  426.52  768.21     87.6     0.35    -0.52
             3520  596.26  768.04    274.4     0.39     0.03
             3521    6.77  768.90     93.2     0.37     0.42
             3522  147.44  768.84     79.4     0.27    -0.48
             3523  168.46  769.72     54.1     0.32    -0.22
             3524  350.53  769.29    260.7     0.45    -0.18
             3525  487.42  768.85     97.0     0.39    -0.31
             3526  674.72  769.15    229.3     0.41     0.17
             3527  776.91  769.49     51.7     0.35     0.56
             3528  950.02  769.24     75.7     0.58     0.10
             3529  689.79  769.82   5688.2     0.43     0.14
             3530  787.88  770.05     78.6     0.42     0.32
             3531  825.25  770.36    243.1     0.40    -0.42
             3532  240.78  771.40     52.1     0.37     0.39
             3533  508.22  771.18    114.3     0.43    -0.07
             3534  582.67  771.19     56.7     0.25    -0.46
             3535  412.42  771.78   2692.1     0.41    -0.07
             3536  808.78  772.01    137.7     0.41    -0.03
             3537  122.20  773.34     56.1     0.41    -0.16
             3538  551.08  773.13    210.8     0.40     0.09
             3539  562.16  773.40     65.2     0.51    -0.08
             3540  661.75  773.66     56.7     0.43     0.55
             3541  951.01  773.09     96.5     0.43    -0.17
             3542  405.34  774.10    112.2     0.36    -0.32
             3543  425.29  774.33     51.0     0.42    -0.23
             3544  749.12  774.06     78.1     0.39    -0.25
             3545   83.20  774.84  20322.2     0.38    -0.32
             3546  155.24  774.50     69.2     0.37     0.18
             3547  624.99  774.81    213.5     0.35     0.09
             3548  703.42  775.18    139.3     0.50    -0.14
             3549  236.50  776.17     57.3     0.28     0.85
             3550  335.88  776.27    127.7     0.46    -0.01
             3551  582.84  776.35     66.4     0.31     0.23
             3552  596.03  775.71     60.0     0.39     0.01
             3553  713.90  776.13    211.0     0.42     0.13
             3554  773.65  775.83     67.3     0.44     0.25
             3555  247.92  778.37     57.9     0.28     0.29
             3556  986.15  778.44     53.8     0.46     0.79
             3557  184.14  778.23    207.5     0.48    -0.16
             3558  273.35  777.82    748.1     0.40    -0.21
             3559  458.93  778.83     62.1     0.23    -0.34
             3560  463.66  778.67    296.4     0.48     0.16
             3561  589.96  777.93    224.9     0.40     0.23
             3562  601.25  778.65    357.9     0.41     0.08
             3563  760.49  778.17    163.6     0.38    -0.21
             3564  882.06  778.31    347.3     0.44     0.15
             3565   99.79  779.27    118.7     0.40    -0.01
             3566  195.00  779.40     68.7     0.39    -0.37
             3567  284.47  778.95     69.3     0.43    -0.13
             3568  477.01  779.18    141.3     0.42     0.17
             3569  618.53  779.10     63.9     0.46     0.29
             3570  945.96  778.76    225.8     0.35     0.04
             3571  347.16  779.65     72.9     0.27     0.34
             3572   87.52  781.31    107.6     0.49    -0.59
             3573  119.54  780.71    112.0     0.36    -0.17
             3574  324.93  780.87    114.8     0.39     0.25
             3575  421.92  780.71    266.4     0.37     0.23
             3576  540.79  781.07    127.2     0.44     0.10
             3577  780.19  781.48     79.8     0.40    -0.43
             3578  143.08  781.92    264.0     0.38    -0.44
             3579  158.54  782.56    316.3     0.48    -0.10
             3580  361.69  781.35     51.7     0.54     0.97
             3581  506.14  781.94    372.6     0.36    -0.08
             3582  595.09  781.99     51.3     0.42    -0.21
             3583  548.06  783.80    180.8     0.46     0.40
             3584  691.16  782.94     50.8     0.23     0.72
             3585  853.23  783.21    148.4     0.41    -0.03
             3586  246.73  783.45     77.7     0.33     0.26
             3587  250.69  784.94     51.6     0.37     0.23
             3588  370.51  784.03     60.0     0.52    -0.38
             3589  394.04  784.54    126.9     0.43    -0.07
             3590  406.46  784.14     95.6     0.45     0.08
             3591  464.05  782.17     71.1     0.22     0.75
             3592  491.79  784.00    149.2     0.40     0.12
             3593  711.78  784.35    105.5     0.49     0.29
             3594  239.59  785.30   1428.2     0.47    -0.15
             3595  265.81  785.22     54.3     0.54     0.21
             3596   39.63  786.75     58.3     0.39    -0.89
             3597  135.01  785.74    152.0     0.31    -0.09
             3598  398.60  786.06     77.3     0.50     0.16
             3599  455.78  785.99    100.3     0.44    -0.39
             3600  858.76  786.13     61.6     0.36    -0.32
             3601   94.82  787.35    119.1     0.43    -0.25
             3602  175.64  787.38    298.5     0.51     0.03
             3603  321.98  787.12     69.2     0.39    -0.14
             3604  302.50  788.34    123.4     0.35    -0.09
             3605  501.63  788.17     91.9     0.53    -0.15
             3606  510.54  788.10     56.6     0.60     0.27
             3607  573.07  788.15    334.3     0.44     0.15
             3608  545.80  789.43    572.0     0.47     0.25
             3609  800.44  788.86    153.5     0.35    -0.01
             3610  923.01  788.61    134.2     0.45     0.22
             3611  151.12  790.32     56.5     0.31    -0.60
             3612  214.69  790.33    335.5     0.44    -0.22
             3613  268.97  790.41    166.1     0.38     0.03
             3614  394.33  790.31    201.7     0.45     0.00
             3615  419.64  789.74     61.8     0.43    -0.13
             3616  611.91  790.38    205.2     0.45     0.30
             3617  915.24  789.91     86.8     0.43     0.20
             3618  929.81  790.09    863.4     0.41    -0.03
             3619  978.29  790.41    115.6     0.44    -0.03
             3620   39.75  790.68     61.8     0.39     0.55
             3621  137.83  791.18    144.4     0.46    -0.10
             3622  360.83  791.27     79.9     0.41    -0.05
             3623  605.61  791.30    148.2     0.41    -0.05
             3624  664.69  791.54     56.4     0.56     0.07
             3625  150.05  791.55     51.2     0.22     0.71
             3626  430.00  792.06     66.6     0.35    -0.01
             3627  473.10  791.97     56.9     0.41     0.10
             3628  480.22  791.73     94.6     0.33     0.51
             3629  510.34  792.12     54.7     0.48    -0.90
             3630  569.91  791.58    187.9     0.42     0.17
             3631  860.93  792.14     52.8     0.45    -0.08
             3632  867.83  792.16    145.2     0.40     0.07
             3633  893.45  792.15     68.2     0.47    -0.29
             3634  890.05  793.47    122.3     0.40     0.02
             3635  972.75  793.33    117.1     0.44    -0.13
             3636   68.74  794.39     70.9     0.32    -0.39
             3637  350.55  794.34    760.2     0.47    -0.06
             3638  492.71  794.17    249.1     0.43     0.28
             3639  745.08  795.01    112.7     0.40    -0.06
             3640  163.55  796.39     50.8     0.44    -0.65
             3641  536.19  796.05     68.9     0.44    -0.02
             3642  652.43  795.91     51.1     0.51    -0.22
             3643  700.60  795.49    108.2     0.41     0.23
             3644  785.66  795.90     90.9     0.45    -0.09
             3645  929.32  796.12    927.3     0.43    -0.04
             3646   52.26  797.09    369.7     0.45    -0.24
             3647   89.97  797.10    170.2     0.40    -0.05
             3648  173.83  796.18     56.2     0.49     0.16
             3649  253.33  797.05     70.3     0.54    -0.24
             3650  384.26  797.06    186.3     0.41    -0.39
             3651  500.50  796.91     80.1     0.33    -0.29
             3652  514.86  797.60     78.9     0.28     0.30
             3653  715.15  796.97    285.2     0.39     0.01
             3654  909.24  796.90    506.0     0.38     0.07
             3655  134.25  797.89    262.1     0.36    -0.21
             3656  155.78  798.22     94.7     0.46    -0.09
             3657  226.88  798.09     86.8     0.47    -0.08
             3658  420.45  797.58     87.8     0.46     0.25
             3659  627.70  797.88     55.1     0.27    -0.86
             3660  750.35  798.18     78.5     0.44    -0.34
             3661  806.03  798.18     79.7     0.42     0.43
             3662  899.31  797.74    450.4     0.37     0.10
             3663 1000.85  798.34     82.2     0.52     0.12
             3664  833.18  799.31    796.2     0.43     0.13
             3665  242.86  800.15     50.2     0.27     0.15
             3666  510.21  800.01     55.2     0.38     0.37
             3667  621.61  800.49     58.6     0.35     0.28
             3668  674.17  800.48   5626.8     0.43     0.22
             3669  851.26  800.11     97.1     0.52     0.07
             3670  188.24  801.57     56.9     0.64    -0.60
             3671  373.87  801.65    111.3     0.41     0.29
             3672  235.42  802.35     50.6     0.45     0.21
             3673  642.70  802.06     52.1     0.41     0.11
             3674  802.45  802.13     85.9     0.46     0.58
             3675  320.73  803.50    136.7     0.42    -0.03
             3676  556.61  803.05     80.5     0.36     0.05
             3677  771.21  802.98     68.5     0.33     0.16
             3678  867.09  803.20    117.6     0.55     0.12
             3679  167.01  804.22     69.8     0.43    -0.32
             3680  296.94  803.81    119.9     0.34     0.52
             3681  563.59  804.05    214.4     0.39    -0.13
             3682  786.24  804.10     50.5     0.35    -0.85
             3683  807.94  804.65     62.6     0.48     0.10
             3684  154.24  805.71    103.2     0.39    -0.60
             3685  621.43  804.83     66.9     0.49    -0.04
             3686   71.89  805.97     56.9     0.22    -0.09
             3687   76.73  806.21     91.7     0.43    -0.65
             3688  157.75  806.31    193.6     0.44    -0.20
             3689  230.72  806.27    178.8     0.40    -0.06
             3690  283.99  806.34   1349.2     0.42    -0.05
             3691  472.84  806.28     63.4     0.33    -0.57
             3692  801.34  806.00    143.1     0.37    -0.05
             3693  886.30  806.55    139.2     0.44     0.07
             3694  123.44  807.08    259.3     0.43    -0.14
             3695  503.76  807.28     68.2     0.36    -0.68
             3696  589.83  807.51     95.0     0.36     0.32
             3697  778.76  808.29    157.8     0.48     0.12
             3698  911.23  808.48     86.5     0.42    -0.21
             3699  924.95  808.20     68.2     0.35     0.04
             3700   81.70  808.90     50.7     0.28     0.31
             3701  581.27  809.57     52.3     0.64    -0.45
             3702  673.26  809.25    302.0     0.41     0.21
             3703  766.91  809.09    121.2     0.39     0.06
             3704   68.54  810.46    143.3     0.40     0.18
             3705  390.73  809.91     62.4     0.41    -0.19
             3706  432.51  809.83   3617.3     0.42    -0.03
             3707  542.87  810.06    177.4     0.46    -0.02
             3708  990.57  809.73     72.2     0.30    -0.79
             3709  272.96  811.65    406.8     0.40     0.06
             3710  365.65  811.27     54.4     0.44     0.13
             3711  112.60  812.40    995.2     0.46    -0.15
             3712  160.72  812.63    119.4     0.50    -0.34
             3713  609.70  812.64     86.6     0.41     0.15
             3714  862.66  812.08     78.5     0.45    -0.10
             3715  867.74  812.19     69.3     0.30     0.14
             3716 1009.39  812.59     65.5     0.43     0.41
             3717   78.07  813.22     58.1     0.46    -0.36
             3718  198.65  812.89     88.7     0.37    -0.72
             3719  327.75  813.27     57.1     0.37    -0.32
             3720   66.69  813.48    221.3     0.41     0.36
             3721  449.96  814.17     67.3     0.43    -0.34
             3722  932.67  814.24     95.6     0.40     0.04
             3723   31.94  814.82    104.6     0.35     0.19
             3724  118.76  815.02    369.6     0.38     0.04
             3725  135.61  815.42    124.0     0.39    -0.22
             3726  308.67  814.75    204.7     0.42     0.10
             3727  365.32  816.56     56.6     0.62    -0.06
             3728  480.63  816.73    159.6     0.43     0.25
             3729  818.80  816.33    141.6     0.44     0.09
             3730  946.32  816.22   1004.9     0.43    -0.21
             3731  247.77  816.90     88.2     0.32    -0.02
             3732  378.90  816.89     97.3     0.33     0.78
             3733  537.92  816.83    186.4     0.37    -0.06
             3734  558.40  817.12    152.2     0.42    -0.16
             3735  721.83  816.84     71.3     0.41     0.28
             3736  734.32  816.69     78.0     0.29     0.66
             3737  797.78  816.86    471.2     0.38     0.12
             3738  911.89  817.30     63.6     0.42     0.19
             3739  999.09  817.84     51.2     0.54    -0.52
             3740  356.76  818.40     78.5     0.37    -0.30
             3741  634.58  818.46    178.3     0.43     0.32
             3742  680.98  817.78    145.1     0.41     0.15
             3743  790.53  818.05     50.5     0.58    -0.56
             3744  102.64  819.23    149.7     0.43    -0.05
             3745  417.35  819.16    102.2     0.34    -0.27
             3746  546.60  819.45    114.7     0.47    -0.09
             3747  557.03  818.21    119.8     0.46     0.21
             3748  579.90  819.32  44434.7     0.46     0.14
             3749  898.14  819.11     52.1     0.64     0.92
             3750  224.38  820.00     87.7     0.55     0.11
             3751  651.85  820.51    184.5     0.43     0.09
             3752  877.10  819.80    131.9     0.39     0.07
             3753  991.59  819.86     59.3     0.30     0.00
             3754  184.16  821.32    271.8     0.44    -0.36
             3755  203.74  821.54     73.9     0.37     0.47
             3756  404.09  820.50     56.6     0.58    -0.04
             3757  426.46  821.34     73.7     0.43     0.02
             3758  805.74  820.62     54.4     0.49     0.09
             3759  927.37  821.11     66.6     0.48     0.00
             3760  982.86  820.94     67.9     0.47    -0.67
             3761   53.46  821.90   2298.0     0.39    -0.08
             3762  363.34  821.50    108.6     0.48    -0.07
             3763  396.95  821.99    165.9     0.36    -0.04
             3764  470.65  821.80     79.2     0.48     0.19
             3765  481.09  822.14    444.0     0.42     0.04
             3766  625.46  822.82     54.0     0.39     0.80
             3767  817.89  821.54     72.5     0.31     0.10
             3768  898.84  821.31     60.3     0.40     0.47
             3769  994.14  822.29     67.3     0.28     0.28
             3770 1006.33  822.15     67.2     0.50     0.11
             3771   43.41  823.13    219.1     0.46    -0.39
             3772  453.46  823.44     53.4     0.39    -0.96
             3773  933.33  823.35     72.7     0.54     0.37
             3774  506.65  824.04    285.1     0.44    -0.11
             3775  760.80  824.25    476.5     0.42     0.12
             3776  267.36  825.04    110.5     0.39    -0.34
             3777  438.66  825.36   3274.6     0.46    -0.00
             3778  510.69  825.45    181.7     0.52    -0.08
             3779    6.75  826.00     51.3     0.46     0.25
             3780   87.67  825.99    138.6     0.46    -0.11
             3781  627.93  825.98    200.9     0.42    -0.12
             3782  969.10  825.95     62.9     0.37     0.05
             3783  198.87  827.12    130.9     0.48    -0.28
             3784  361.79  826.85     62.0     0.29     0.04
             3785  606.57  827.26    163.4     0.45    -0.09
             3786  860.06  826.89   1696.2     0.41     0.14
             3787  943.97  827.11     52.1     0.52    -0.33
             3788  275.11  828.36    357.6     0.40    -0.17
             3789  430.19  828.84    143.6     0.45     0.41
             3790  957.22  828.14     56.3     0.36    -0.21
             3791  110.37  828.87     66.2     0.44    -0.21
             3792  342.41  828.89     67.7     0.31    -0.54
             3793  345.32  828.73     74.1     0.35    -0.11
             3794  380.59  829.02     51.2     0.58    -0.32
             3795  441.95  829.30    199.1     0.48    -0.67
             3796  541.76  828.46     60.6     0.37     0.34
             3797  585.66  829.34   1077.6     0.45     0.12
             3798  776.34  829.43     56.8     0.48    -0.54
             3799  809.15  829.23     78.6     0.37     0.38
             3800  878.67  828.92    985.6     0.39     0.04
             3801  379.43  829.87     53.1     0.29    -0.85
             3802  501.29  830.27    291.4     0.40     0.19
             3803  521.33  830.00     51.4     0.29    -0.18
             3804  604.61  829.88     84.5     0.44     0.20
             3805  712.92  830.56     61.8     0.30     0.14
             3806  979.80  830.48     72.0     0.33     0.68
             3807  124.19  831.21    127.0     0.47    -0.28
             3808  490.94  831.64     51.7     0.30     0.93
             3809  923.94  831.37     70.6     0.53     0.27
             3810  987.04  831.23   2509.3     0.41     0.08
             3811  331.41  832.11     61.2     0.50     0.01
             3812  473.08  832.19    728.2     0.42     0.03
             3813  516.81  832.04    159.2     0.39     0.01
             3814  717.93  832.11     87.7     0.56     0.31
             3815  769.71  831.94   2228.5     0.42     0.09
             3816  845.79  832.60     55.1     0.52     0.32
             3817  199.78  833.14    126.9     0.50     0.08
             3818  285.13  833.55     50.4     0.51    -0.54
             3819  706.07  833.64    114.0     0.41     0.42
             3820  731.73  833.40     52.4     0.41    -0.12
             3821  881.84  832.52    100.0     0.39     0.49
             3822   73.55  833.93     73.3     0.44    -0.64
             3823  625.35  834.38     51.3     0.50     0.83
             3824  551.32  835.25     61.5     0.25    -0.78
             3825  596.53  835.55     84.0     0.47     0.18
             3826  833.42  835.72     50.3     0.44     0.37
             3827  997.91  834.59    143.0     0.47     0.29
             3828  112.53  836.54     52.5     0.31    -0.74
             3829  315.38  836.65    155.8     0.50    -0.18
             3830  827.10  835.84    382.9     0.40     0.22
             3831  937.18  836.27     91.6     0.51    -0.40
             3832  970.56  836.23     96.1     0.35    -0.01
             3833  165.73  837.13   1242.3     0.43    -0.08
             3834  198.11  836.39     71.3     0.40     0.78
             3835  262.70  837.83     65.4     0.34     0.09
             3836  329.59  837.93     97.3     0.41     0.12
             3837  486.21  837.81     53.4     0.56    -0.23
             3838  576.70  838.38     95.5     0.56     0.17
             3839  680.19  838.15    171.6     0.37    -0.28
             3840  787.39  837.80     79.1     0.31     0.03
             3841  805.14  837.89     80.6     0.72    -0.48
             3842  822.07  837.84     64.2     0.26     0.15
             3843  899.16  838.25  12320.0     0.43     0.11
             3844   19.17  839.06   2436.5     0.41    -0.35
             3845  372.63  839.15    164.1     0.49    -0.11
             3846  625.04  838.96    184.4     0.40     0.06
             3847  658.22  839.48    104.1     0.38     0.15
             3848  929.94  839.55    466.6     0.43     0.15
             3849  957.19  838.64     93.5     0.36     0.33
             3850  245.14  841.31     55.3     0.42     0.97
             3851  292.65  840.23     69.1     0.42    -0.09
             3852 1004.04  840.23    118.9     0.42    -0.27
             3853  399.63  840.86    101.6     0.40    -0.00
             3854  439.97  841.53     88.9     0.37     0.57
             3855  613.72  840.94    117.3     0.45     0.69
             3856  329.18  842.05     78.8     0.49     0.44
             3857  467.88  842.01    162.6     0.48    -0.07
             3858  538.94  842.42    345.8     0.46     0.00
             3859  783.20  842.21    197.2     0.44     0.22
             3860  317.58  843.07    301.5     0.40    -0.15
             3861  729.06  843.60     69.3     0.50     0.08
             3862  768.70  842.81     53.2     0.41    -0.23
             3863  885.81  843.26     54.2     0.27    -0.16
             3864  981.29  843.28    505.3     0.44     0.04
             3865   63.60  844.33     54.2     0.61    -0.78
             3866  175.93  844.00    484.9     0.36    -0.07
             3867  277.88  843.92    793.1     0.37     0.05
             3868  335.55  844.32    196.4     0.45    -0.10
             3869  712.10  844.35     73.9     0.46     0.05
             3870    3.97  845.52    193.1     0.25     0.71
             3871  297.66  845.07    117.4     0.36    -0.03
             3872  465.00  845.05     51.2     0.40    -0.41
             3873  740.88  844.93    104.9     0.43     0.30
             3874  182.88  846.09     59.1     0.45    -0.33
             3875  205.49  846.63    522.6     0.45    -0.28
             3876  790.09  846.10    277.8     0.43     0.09
             3877  907.42  846.68     98.2     0.38     0.29
             3878  246.64  847.34   1282.6     0.46     0.00
             3879  529.44  847.27     75.4     0.38     0.23
             3880  581.34  847.01    174.8     0.39     0.20
             3881  607.76  847.12    119.6     0.31     0.10
             3882  622.58  847.16    614.3     0.43    -0.04
             3883  779.68  846.85     85.6     0.33     0.47
             3884  837.67  847.01   2056.5     0.40     0.02
             3885  890.06  847.26     83.0     0.41    -0.56
             3886  918.75  847.62     52.2     0.41     0.62
             3887  944.30  847.24    140.3     0.42     0.05
             3888  113.03  848.32    233.1     0.40    -0.22
             3889  118.70  848.27    129.1     0.46    -0.16
             3890  237.88  848.16     72.7     0.54    -0.07
             3891  358.43  847.93    263.2     0.42    -0.35
             3892  829.15  847.87    176.8     0.38     0.19
