xcentroid	ycentroid	sharpness	roundness1	roundness2	npix	sky	peak	flux	mag
226.91	455.16	0.41	0.04	-0.06	25.00	0.00	415.91	5.42	-1.84
321.35	454.54	0.46	0.28	0.04	25.00	0.00	437.84	5.74	-1.90
971.56	454.52	0.51	0.19	0.05	25.00	0.00	75.69	1.21	-0.20
315.09	455.97	0.46	0.25	-0.57	25.00	0.00	213.26	2.40	-0.95
638.56	456.28	0.45	0.21	0.10	25.00	0.00	128.66	1.84	-0.66
238.97	456.62	0.35	-0.11	0.06	25.00	0.00	265.92	3.66	-1.41
629.18	457.10	0.42	-0.13	-0.10	25.00	0.00	173.29	2.70	-1.08
673.85	457.73	0.36	0.05	0.03	25.00	0.00	168.97	2.28	-0.90
762.71	457.17	0.41	-0.02	-0.02	25.00	0.00	133.18	2.14	-0.83
840.86	457.33	0.40	-0.24	-0.12	25.00	0.00	56.02	1.00	-0.00
42.57	458.23	0.41	0.03	-0.06	25.00	0.00	509.15	7.27	-2.15
158.47	457.88	0.42	-0.14	-0.27	25.00	0.00	274.79	4.01	-1.51
231.52	457.80	0.34	-0.55	-0.36	25.00	0.00	131.86	1.80	-0.64
273.33	457.36	0.37	-0.37	0.08	25.00	0.00	1463.39	18.87	-3.19
591.03	457.39	0.45	0.02	0.01	25.00	0.00	324.56	5.15	-1.78
599.93	458.60	0.39	0.09	0.25	25.00	0.00	57.23	1.22	-0.21
865.19	458.99	0.45	-0.35	0.07	25.00	0.00	107.84	1.79	-0.63
1006.58	457.56	0.34	-0.23	-0.24	25.00	0.00	59.69	1.13	-0.13
311.04	459.06	0.30	-0.18	0.00	25.00	0.00	103.57	1.56	-0.48
537.81	458.71	0.45	0.85	0.05	25.00	0.00	127.86	2.00	-0.75
342.01	460.39	0.42	0.10	-0.07	25.00	0.00	30415.29	470.72	-6.68
521.54	459.79	0.48	0.10	-0.11	25.00	0.00	138.91	2.23	-0.87
746.54	459.66	0.49	0.30	-0.10	25.00	0.00	220567.03	3651.17	-8.91
885.20	460.21	0.43	0.55	0.12	25.00	0.00	78.36	1.64	-0.54
561.99	460.68	0.50	-0.20	0.10	25.00	0.00	147.78	2.26	-0.89
619.21	460.63	0.46	-0.22	-0.05	25.00	0.00	261.17	4.32	-1.59
695.57	461.17	0.49	0.31	-0.23	25.00	0.00	153.25	2.22	-0.87
1001.31	461.10	0.44	-0.69	0.13	25.00	0.00	142.34	1.99	-0.75
656.03	461.87	0.48	-0.01	-0.03	25.00	0.00	768.69	13.14	-2.80
1011.54	461.69	0.40	-0.83	-0.32	25.00	0.00	68.43	1.25	-0.24
551.36	462.78	0.41	-0.51	-0.21	25.00	0.00	279.58	4.44	-1.62
193.15	464.56	0.46	-0.48	-0.25	25.00	0.00	173.50	2.35	-0.93
457.80	464.49	0.41	0.29	-0.09	25.00	0.00	75.18	1.16	-0.16
675.85	464.25	0.49	-0.00	0.00	25.00	0.00	44777.55	761.27	-7.20
206.69	465.07	0.41	-0.05	-0.03	25.00	0.00	342.24	4.79	-1.70
236.09	464.74	0.41	-0.24	-0.20	25.00	0.00	345.29	5.02	-1.75
364.72	465.28	0.46	-0.11	-0.10	25.00	0.00	7602.54	119.92	-5.20
536.38	464.53	0.39	-0.36	-0.11	25.00	0.00	114.50	1.84	-0.66
1005.74	464.97	0.40	-0.38	-0.24	25.00	0.00	61.66	1.23	-0.22
464.08	466.90	0.45	-0.35	-0.20	25.00	0.00	76.70	1.06	-0.07
557.05	466.58	0.41	0.03	0.09	25.00	0.00	162.06	2.50	-1.00
605.92	467.91	0.50	0.04	-0.01	25.00	0.00	2565.30	43.13	-4.09
785.05	467.96	0.51	0.37	0.02	25.00	0.00	87.87	1.57	-0.49
99.35	469.69	0.39	-0.11	0.13	25.00	0.00	229.53	3.12	-1.24
202.65	469.17	0.44	0.02	0.04	25.00	0.00	326.60	4.47	-1.63
302.21	469.52	0.40	0.26	-0.09	25.00	0.00	436.50	5.71	-1.89
510.63	469.10	0.52	0.46	-0.01	25.00	0.00	98.54	1.31	-0.30
684.90	468.58	0.39	-0.06	0.02	25.00	0.00	1242.20	18.66	-3.18
740.42	468.83	0.43	0.67	0.25	25.00	0.00	73.78	1.06	-0.06
759.75	469.33	0.47	0.05	-0.08	25.00	0.00	194.28	3.25	-1.28
806.85	469.47	0.45	-0.63	-0.73	25.00	0.00	150.13	2.08	-0.80
983.83	469.16	0.43	0.69	-0.21	25.00	0.00	59.59	1.18	-0.18
410.58	470.82	0.39	-0.47	0.15	25.00	0.00	114.24	1.70	-0.58
436.85	470.26	0.45	-0.47	-0.16	25.00	0.00	209.23	3.10	-1.23
505.02	470.03	0.37	0.42	-0.17	25.00	0.00	98.85	1.54	-0.47
553.21	470.37	0.40	0.29	0.01	25.00	0.00	287.57	5.08	-1.76
583.60	470.04	0.51	0.03	-0.07	25.00	0.00	2770.60	45.08	-4.13
670.89	469.76	0.48	0.11	0.01	25.00	0.00	3427.99	56.82	-4.39
804.58	470.42	0.42	0.38	-0.10	25.00	0.00	366.87	5.57	-1.86
813.13	469.99	0.48	0.18	0.13	25.00	0.00	189.77	3.01	-1.20
447.56	471.09	0.54	-0.26	-0.11	25.00	0.00	244.23	3.03	-1.20
696.15	470.53	0.41	-0.02	-0.03	25.00	0.00	115.81	1.93	-0.72
63.28	472.17	0.48	0.36	-0.11	25.00	0.00	113.86	1.31	-0.29
592.83	471.98	0.50	0.15	0.06	25.00	0.00	1121.49	18.29	-3.16
713.34	471.87	0.48	-0.04	-0.22	25.00	0.00	364.54	5.93	-1.93
286.20	473.44	0.42	-0.30	-0.18	25.00	0.00	121.39	1.21	-0.21
423.10	473.79	0.38	0.17	0.12	25.00	0.00	81.80	1.06	-0.07
819.72	473.66	0.44	-0.48	0.01	25.00	0.00	138.92	2.07	-0.79
829.40	474.42	0.43	0.10	-0.12	25.00	0.00	161.28	2.91	-1.16
846.90	473.53	0.44	-0.08	0.03	25.00	0.00	39.96	1.08	-0.08
304.72	474.67	0.41	-0.35	-0.06	25.00	0.00	400.97	5.51	-1.85
385.13	474.60	0.40	-0.35	-0.12	25.00	0.00	305.34	4.34	-1.59
910.99	474.91	0.47	-0.16	-0.11	25.00	0.00	350.65	6.15	-1.97
160.77	476.20	0.38	-0.45	-0.06	25.00	0.00	66.66	1.08	-0.09
326.45	475.28	0.41	-0.29	0.09	25.00	0.00	93.10	1.13	-0.13
412.39	475.60	0.45	-0.12	-0.16	25.00	0.00	98.16	1.25	-0.24
437.10	476.02	0.47	-0.32	-0.22	25.00	0.00	301.70	4.36	-1.60
541.12	475.48	0.46	-0.10	0.05	25.00	0.00	16069.09	263.42	-6.05
678.60	476.00	0.42	0.16	-0.05	25.00	0.00	120.71	2.08	-0.79
693.95	475.75	0.50	0.27	-0.06	25.00	0.00	100.91	1.79	-0.63
115.39	477.44	0.42	-0.21	-0.09	25.00	0.00	238.92	3.50	-1.36
233.10	476.90	0.42	0.05	-0.15	25.00	0.00	473.20	6.29	-2.00
257.52	476.81	0.45	-0.06	-0.21	25.00	0.00	16636.52	251.82	-6.00
333.67	477.12	0.56	-0.37	0.04	25.00	0.00	106.78	1.13	-0.13
484.95	477.21	0.47	0.03	-0.04	25.00	0.00	18517.34	305.96	-6.21
671.16	476.35	0.43	-0.07	0.13	25.00	0.00	107.92	1.78	-0.63
837.39	477.33	0.40	0.07	-0.08	25.00	0.00	267.98	4.44	-1.62
533.28	478.19	0.48	-0.10	-0.24	25.00	0.00	633.68	9.92	-2.49
267.06	480.01	0.41	-0.13	-0.18	25.00	0.00	4930.11	74.45	-4.68
300.50	480.19	0.42	0.28	-0.24	25.00	0.00	221.96	2.91	-1.16
1002.69	480.33	0.48	-0.36	-0.20	25.00	0.00	90.32	1.43	-0.39
17.76	480.89	0.42	-0.14	-0.38	25.00	0.00	938.60	13.37	-2.82
69.97	480.62	0.42	0.06	-0.27	25.00	0.00	1087.09	15.56	-2.98
469.01	480.72	0.48	0.03	-0.13	25.00	0.00	164.61	2.35	-0.93
862.91	481.21	0.43	-0.46	-0.15	25.00	0.00	198.17	3.39	-1.33
611.69	482.35	0.47	0.09	0.05	25.00	0.00	117.00	2.07	-0.79
643.13	482.00	0.41	-0.06	-0.06	25.00	0.00	309.80	4.95	-1.74
772.94	482.24	0.49	-0.25	-0.00	25.00	0.00	173.13	2.96	-1.18
809.20	482.03	0.40	0.06	0.21	25.00	0.00	89.32	1.57	-0.49
891.65	481.83	0.39	-0.13	-0.30	25.00	0.00	65.87	1.19	-0.19
38.91	483.63	0.43	-0.46	-0.11	25.00	0.00	317.88	4.13	-1.54
388.36	483.10	0.25	0.23	-0.91	25.00	0.00	99.01	1.02	-0.02
690.12	483.12	0.41	-0.10	0.03	25.00	0.00	212.07	3.38	-1.32
994.19	482.65	0.38	0.02	-0.38	25.00	0.00	119.66	2.00	-0.75
429.16	484.04	0.55	0.01	-0.32	25.00	0.00	87.73	1.01	-0.01
390.03	484.90	0.42	0.17	-0.05	25.00	0.00	208.69	2.82	-1.13
530.95	484.67	0.40	0.10	0.09	25.00	0.00	139.22	2.38	-0.94
726.47	484.92	0.48	0.22	-0.01	25.00	0.00	130.57	2.38	-0.94
659.39	485.81	0.45	0.27	-0.13	25.00	0.00	138.65	2.37	-0.94
720.16	486.03	0.45	-0.01	-0.02	25.00	0.00	5789.14	100.82	-5.01
81.83	486.67	0.43	-0.32	-0.06	25.00	0.00	124.22	1.61	-0.52
557.18	487.66	0.51	-0.21	0.20	25.00	0.00	132.86	1.85	-0.67
786.74	486.72	0.43	-0.04	-0.07	25.00	0.00	435.39	6.81	-2.08
247.88	487.87	0.44	-0.17	-0.13	25.00	0.00	1046.65	15.20	-2.95
359.15	487.89	0.46	-0.10	-0.25	25.00	0.00	1847.12	27.81	-3.61
433.08	488.16	0.45	-0.33	-0.10	25.00	0.00	444.40	6.73	-2.07
685.00	487.55	0.42	0.02	0.12	25.00	0.00	215.77	3.75	-1.43
41.84	489.00	0.42	-0.17	-0.34	25.00	0.00	680.68	9.94	-2.49
278.45	488.84	0.43	-0.45	-0.19	25.00	0.00	83.91	1.21	-0.21
308.02	488.95	0.42	-0.06	-0.14	25.00	0.00	193.34	2.92	-1.16
330.85	489.43	0.32	-0.55	-0.50	25.00	0.00	102.84	1.39	-0.36
403.62	489.19	0.47	-0.49	-0.02	25.00	0.00	197.38	2.60	-1.04
466.89	488.64	0.47	-0.04	-0.01	25.00	0.00	2241.38	35.64	-3.88
562.68	489.02	0.45	0.30	-0.03	25.00	0.00	107.01	1.58	-0.50
714.21	488.87	0.48	0.47	-0.00	25.00	0.00	150.60	2.33	-0.92
818.90	489.27	0.43	-0.20	0.18	25.00	0.00	71.80	1.22	-0.21
621.22	489.86	0.29	-0.00	-0.09	25.00	0.00	59.22	1.12	-0.12
829.27	489.52	0.47	-0.14	0.02	25.00	0.00	578.12	9.69	-2.47
874.06	489.83	0.47	0.01	-0.07	25.00	0.00	2889.98	49.54	-4.24
244.93	489.04	0.52	-0.31	0.52	25.00	0.00	164.99	1.47	-0.42
295.95	490.27	0.42	-0.21	0.07	25.00	0.00	119.31	1.54	-0.47
321.73	490.50	0.44	-0.33	-0.29	25.00	0.00	172.45	2.06	-0.79
399.93	490.33	0.45	-0.84	-0.80	25.00	0.00	103.48	1.10	-0.10
756.91	491.07	0.48	-0.03	-0.00	25.00	0.00	943.01	15.97	-3.01
977.41	490.99	0.44	-0.09	-0.34	25.00	0.00	170.64	2.59	-1.03
103.26	491.72	0.46	-0.37	-0.18	25.00	0.00	153.40	1.83	-0.66
724.70	491.42	0.49	0.41	0.11	25.00	0.00	742.53	12.05	-2.70
935.72	492.39	0.43	-0.16	-0.07	25.00	0.00	236.39	4.03	-1.51
234.95	492.84	0.41	-0.21	-0.16	25.00	0.00	3174.61	46.79	-4.18
392.44	493.04	0.47	-0.18	-0.18	25.00	0.00	2547.96	40.07	-4.01
602.97	493.50	0.41	-0.05	0.08	25.00	0.00	108.42	1.64	-0.54
919.15	492.72	0.48	-0.42	-0.15	25.00	0.00	176.94	3.06	-1.21
974.19	493.03	0.46	-0.02	-0.19	25.00	0.00	262.94	4.33	-1.59
497.47	493.84	0.46	-0.46	-0.17	25.00	0.00	192.00	2.66	-1.06
547.35	493.78	0.49	0.09	-0.16	25.00	0.00	84085.80	1331.98	-7.81
615.23	494.09	0.31	-0.54	-0.43	25.00	0.00	50.73	1.09	-0.09
903.61	493.94	0.41	-0.11	-0.23	25.00	0.00	208.32	3.40	-1.33
981.49	493.79	0.42	-0.74	-0.39	25.00	0.00	114.73	1.84	-0.66
891.00	494.65	0.59	-0.97	0.31	25.00	0.00	69.56	1.37	-0.34
942.16	494.93	0.44	-0.54	-0.20	25.00	0.00	166.02	2.77	-1.11
888.23	496.86	0.64	-0.63	0.08	25.00	0.00	68.91	1.34	-0.32
43.31	496.48	0.32	-0.34	-0.08	25.00	0.00	173.43	2.60	-1.04
359.22	497.46	0.40	0.21	-0.10	25.00	0.00	19866.26	302.85	-6.20
628.56	496.84	0.49	-0.29	-0.30	25.00	0.00	114.59	1.78	-0.63
959.16	497.31	0.52	0.55	-0.29	25.00	0.00	120.47	1.70	-0.57
963.56	496.95	0.39	0.33	-0.41	25.00	0.00	170.62	2.63	-1.05
20.91	497.80	0.44	-0.12	-0.15	25.00	0.00	254.76	3.14	-1.24
166.95	497.59	0.34	-0.45	-0.20	25.00	0.00	157.60	2.10	-0.80
413.04	498.63	0.40	0.15	0.05	25.00	0.00	175.86	2.50	-0.99
335.13	499.22	0.50	-0.44	-0.46	25.00	0.00	135.84	1.90	-0.69
654.14	498.97	0.39	0.68	0.20	25.00	0.00	52.09	1.22	-0.22
862.09	498.95	0.39	0.47	-0.41	25.00	0.00	59.63	1.19	-0.19
421.42	499.82	0.49	-0.39	-0.24	25.00	0.00	206.37	2.78	-1.11
580.07	500.02	0.51	-0.20	0.09	25.00	0.00	90.43	1.57	-0.49
682.42	500.23	0.35	0.18	-0.02	25.00	0.00	135.35	2.54	-1.01
960.45	499.12	0.40	0.36	0.16	25.00	0.00	90.41	1.55	-0.48
111.47	500.95	0.51	-0.06	0.04	25.00	0.00	125.58	1.66	-0.55
456.92	500.92	0.47	-0.06	-0.08	25.00	0.00	10195.29	166.68	-5.55
508.77	501.03	0.50	-0.04	-0.06	25.00	0.00	10876.09	178.94	-5.63
270.14	502.23	0.48	-0.45	-0.30	25.00	0.00	148.88	1.79	-0.63
343.90	501.84	0.39	0.03	0.04	25.00	0.00	216.10	3.16	-1.25
140.54	503.02	0.41	-0.23	-0.16	25.00	0.00	300.39	4.41	-1.61
618.97	503.03	0.46	0.04	0.43	25.00	0.00	175.04	2.66	-1.06
537.84	504.54	0.49	-0.37	-0.27	25.00	0.00	180.70	2.13	-0.82
613.60	504.38	0.47	0.02	0.03	25.00	0.00	274.86	4.55	-1.65
2.09	505.36	0.21	0.28	-0.66	25.00	0.00	295.12	2.21	-0.86
6.73	505.32	0.40	0.12	-0.00	25.00	0.00	1449.02	20.53	-3.28
352.85	504.61	0.45	-0.02	0.12	25.00	0.00	224.11	2.68	-1.07
708.38	506.02	0.46	0.62	-0.16	25.00	0.00	128.17	1.89	-0.69
796.14	505.46	0.45	0.01	0.02	25.00	0.00	96.13	1.62	-0.52
199.66	506.63	0.41	0.08	-0.04	25.00	0.00	203.00	2.54	-1.01
218.00	507.23	0.40	0.13	-0.36	25.00	0.00	116.97	1.64	-0.53
398.81	506.71	0.78	-0.99	0.12	25.00	0.00	120.62	1.62	-0.52
710.70	506.74	0.50	0.03	-0.05	25.00	0.00	253.97	3.96	-1.49
286.00	508.12	0.47	-0.52	-0.38	25.00	0.00	170.55	2.46	-0.98
382.12	508.09	0.42	0.07	-0.16	25.00	0.00	89.68	1.41	-0.38
619.11	507.82	0.57	-0.64	-0.42	25.00	0.00	82.70	1.31	-0.30
718.02	508.03	0.45	0.15	-0.09	25.00	0.00	395.86	6.20	-1.98
923.61	508.31	0.43	0.49	-0.20	25.00	0.00	58.46	1.17	-0.17
190.62	508.52	0.39	-0.26	-0.16	25.00	0.00	169.92	2.40	-0.95
324.82	509.16	0.44	-0.16	-0.07	25.00	0.00	1838.69	27.93	-3.62
550.02	509.63	0.35	0.17	0.15	25.00	0.00	121.80	2.13	-0.82
93.06	509.91	0.46	0.25	-0.43	25.00	0.00	65.99	1.06	-0.06
394.67	509.84	0.51	-0.65	-0.96	25.00	0.00	100.02	1.86	-0.68
507.00	509.88	0.57	-0.10	0.34	25.00	0.00	100.62	1.15	-0.15
540.32	509.76	0.40	-0.22	-0.09	25.00	0.00	456.13	7.55	-2.20
947.82	510.36	0.40	0.28	0.27	25.00	0.00	48.60	1.12	-0.12
636.99	510.30	0.42	0.09	0.17	25.00	0.00	92.29	1.32	-0.30
756.35	510.95	0.41	-0.20	-0.08	25.00	0.00	438.49	6.90	-2.10
863.60	511.36	0.43	-0.26	-0.10	25.00	0.00	476.64	8.09	-2.27
300.69	513.67	0.47	-0.48	0.60	25.00	0.00	92.83	1.24	-0.24
596.70	512.49	0.43	0.12	0.11	25.00	0.00	94.55	1.75	-0.61
819.76	511.45	0.46	0.34	0.07	25.00	0.00	2256.98	37.42	-3.93
842.64	511.70	0.37	0.01	-0.11	25.00	0.00	128.66	2.45	-0.97
104.36	513.07	0.38	0.55	-0.29	25.00	0.00	94.49	1.14	-0.14
280.85	513.36	0.38	0.47	-0.15	25.00	0.00	86.53	1.20	-0.20
662.52	513.18	0.53	-0.42	-0.13	25.00	0.00	104.65	1.80	-0.64
999.85	513.11	0.42	0.31	-0.45	25.00	0.00	253.69	3.67	-1.41
433.01	514.01	0.45	-0.16	-0.09	25.00	0.00	709.24	11.07	-2.61
631.12	514.33	0.38	-0.55	-0.09	25.00	0.00	166.57	2.43	-0.96
486.32	514.72	0.48	0.17	-0.19	25.00	0.00	5099.67	80.70	-4.77
553.81	514.50	0.47	-0.01	0.08	25.00	0.00	306.29	4.66	-1.67
686.59	514.96	0.46	-0.02	0.23	25.00	0.00	110.42	1.59	-0.50
941.29	514.66	0.45	-0.18	-0.10	25.00	0.00	2282.19	38.03	-3.95
876.03	515.53	0.50	-0.06	0.04	25.00	0.00	168.41	2.77	-1.11
156.56	516.85	0.46	-0.54	-0.42	25.00	0.00	221.16	3.00	-1.19
219.01	517.43	0.42	0.11	-0.07	25.00	0.00	457.34	6.02	-1.95
302.63	515.78	0.33	-0.35	0.08	25.00	0.00	110.68	1.62	-0.52
495.29	517.33	0.45	-0.16	-0.06	25.00	0.00	90.71	1.38	-0.35
533.48	516.86	0.40	-0.07	-0.39	25.00	0.00	87.41	1.60	-0.51
545.61	517.40	0.42	-0.14	0.09	25.00	0.00	79.16	1.28	-0.27
523.90	517.91	0.50	0.39	-0.40	25.00	0.00	61.82	1.04	-0.05
562.88	517.58	0.39	-0.44	-0.40	25.00	0.00	90.03	1.61	-0.52
591.76	517.70	0.51	0.32	0.04	25.00	0.00	322.26	5.34	-1.82
354.90	518.72	0.40	-0.54	-0.04	25.00	0.00	74.06	1.25	-0.24
415.62	519.18	0.44	-0.44	-0.10	25.00	0.00	234.85	3.62	-1.40
665.97	518.59	0.47	0.04	0.06	25.00	0.00	1079.43	18.22	-3.15
257.85	520.45	0.37	0.44	0.02	25.00	0.00	83.04	1.01	-0.01
328.52	519.82	0.45	-0.14	-0.17	25.00	0.00	850.10	13.09	-2.79
604.56	520.15	0.46	-0.45	-0.39	25.00	0.00	67.52	1.21	-0.21
617.06	519.87	0.44	0.20	0.23	25.00	0.00	81.51	1.45	-0.40
645.02	519.97	0.51	0.42	0.21	25.00	0.00	69.82	1.09	-0.09
48.43	521.39	0.42	-0.13	-0.08	25.00	0.00	344.62	4.86	-1.72
88.98	520.81	0.43	-0.26	-0.19	25.00	0.00	78.04	1.17	-0.17
198.11	521.83	0.43	0.30	-0.02	25.00	0.00	433.85	5.22	-1.80
335.62	521.53	0.44	-0.24	-0.01	25.00	0.00	798.66	12.06	-2.70
628.75	520.64	0.43	-0.19	0.38	25.00	0.00	49.75	1.06	-0.06
803.95	520.81	0.43	0.36	0.41	25.00	0.00	52.10	1.11	-0.12
844.66	521.16	0.47	-0.10	-0.12	25.00	0.00	1569.58	26.74	-3.57
965.91	520.98	0.46	0.02	-0.14	25.00	0.00	1244.58	21.23	-3.32
1016.33	520.60	0.35	0.07	-0.51	25.00	0.00	94.81	1.43	-0.39
240.94	521.73	0.49	-0.15	0.06	25.00	0.00	77.18	1.13	-0.13
309.02	521.87	0.32	0.02	-0.58	25.00	0.00	79.18	1.16	-0.16
472.02	521.29	0.31	0.45	0.49	25.00	0.00	104.41	1.55	-0.47
924.46	522.45	0.44	0.29	-0.11	25.00	0.00	439.75	7.21	-2.14
401.46	523.00	0.47	-0.27	-0.55	25.00	0.00	99.13	1.39	-0.36
462.32	522.96	0.41	-0.24	-0.14	25.00	0.00	71496.51	1145.02	-7.65
671.82	523.05	0.41	-0.62	-0.09	25.00	0.00	89.92	1.71	-0.58
32.89	526.27	0.43	-0.31	-0.29	25.00	0.00	601.51	8.41	-2.31
532.11	525.91	0.46	-0.11	-0.05	25.00	0.00	3272.34	55.06	-4.35
557.27	526.12	0.42	-0.06	-0.09	25.00	0.00	329.23	5.44	-1.84
623.21	526.45	0.30	0.45	0.45	25.00	0.00	91.30	1.52	-0.46
760.47	525.55	0.42	0.19	-0.06	25.00	0.00	598.72	9.24	-2.41
826.79	526.27	0.49	-0.00	-0.60	25.00	0.00	87.86	1.56	-0.48
74.62	526.62	0.43	-0.20	-0.02	25.00	0.00	206.35	2.79	-1.11
265.40	526.54	0.42	-0.35	-0.35	25.00	0.00	139.34	2.00	-0.75
343.52	527.12	0.48	-0.39	-0.62	25.00	0.00	107.33	1.52	-0.46
766.21	526.44	0.47	-0.92	0.02	25.00	0.00	121.39	1.99	-0.75
849.93	527.08	0.47	-0.14	-0.01	25.00	0.00	159.16	2.81	-1.12
540.93	528.42	0.43	0.05	0.00	25.00	0.00	439.22	6.36	-2.01
901.61	527.52	0.39	-0.03	-0.25	25.00	0.00	164.24	2.71	-1.08
216.04	528.78	0.48	-0.05	-0.32	25.00	0.00	229.18	3.27	-1.29
247.58	529.79	0.41	-0.48	-0.54	25.00	0.00	77.26	1.05	-0.05
295.26	529.16	0.49	-0.06	-0.08	25.00	0.00	323.81	4.38	-1.60
635.26	528.91	0.38	0.24	-0.18	25.00	0.00	65.92	1.10	-0.10
665.09	529.35	0.37	0.65	0.19	25.00	0.00	60.57	1.29	-0.28
434.56	530.14	0.50	-0.51	-0.23	25.00	0.00	105.99	1.48	-0.43
596.07	530.06	0.47	-0.23	-0.19	25.00	0.00	288.30	4.79	-1.70
288.24	530.54	0.34	-0.06	0.16	25.00	0.00	159.76	2.04	-0.77
713.01	531.36	0.46	0.10	0.00	25.00	0.00	636.54	10.80	-2.58
165.15	531.89	0.46	-0.30	-0.32	25.00	0.00	85.47	1.33	-0.31
427.34	530.86	0.50	-0.98	0.21	25.00	0.00	139.31	1.68	-0.57
658.31	531.88	0.46	-0.33	-0.12	25.00	0.00	222.03	3.70	-1.42
42.47	532.57	0.43	-0.17	0.06	25.00	0.00	246.37	3.31	-1.30
263.53	532.28	0.51	-0.22	-0.09	25.00	0.00	64.20	1.09	-0.09
741.04	532.99	0.43	-0.26	0.15	25.00	0.00	135.94	2.18	-0.85
309.33	534.82	0.46	-0.32	-0.18	25.00	0.00	112.56	1.65	-0.55
408.25	534.73	0.38	-0.59	0.06	25.00	0.00	143.09	2.00	-0.76
584.95	535.08	0.46	0.08	0.06	25.00	0.00	207.21	3.46	-1.35
639.23	534.83	0.48	-0.07	-0.38	25.00	0.00	117.08	1.84	-0.66
834.65	534.85	0.41	0.03	-0.22	25.00	0.00	146.81	2.48	-0.99
354.38	535.97	0.37	-0.46	-0.21	25.00	0.00	178.73	2.76	-1.10
463.26	536.28	0.38	0.06	-0.01	25.00	0.00	427.38	6.25	-1.99
390.21	537.02	0.43	-0.25	-0.22	25.00	0.00	272.19	4.29	-1.58
784.29	537.11	0.46	0.11	-0.09	25.00	0.00	20470.69	354.87	-6.38
478.01	538.21	0.44	-0.18	-0.01	25.00	0.00	749.18	11.91	-2.69
494.34	538.32	0.50	-0.11	-0.27	25.00	0.00	182.01	2.38	-0.94
225.90	538.69	0.47	0.12	-0.24	25.00	0.00	106.06	1.34	-0.32
533.59	539.28	0.48	-0.17	-0.01	25.00	0.00	1445.37	23.01	-3.40
826.46	538.99	0.44	-0.18	-0.12	25.00	0.00	295.16	4.90	-1.73
909.85	538.72	0.40	-0.03	-0.14	25.00	0.00	119.45	2.01	-0.76
188.74	539.55	0.40	-0.38	-0.10	25.00	0.00	436.72	6.36	-2.01
338.03	540.08	0.30	-0.65	-0.87	25.00	0.00	55.15	1.05	-0.06
428.79	540.59	0.51	-0.53	0.37	25.00	0.00	355.84	4.90	-1.73
59.96	540.57	0.39	-0.24	-0.03	25.00	0.00	719.65	9.74	-2.47
545.61	541.42	0.43	0.16	0.31	25.00	0.00	84.33	1.43	-0.39
703.80	541.13	0.34	0.38	0.12	25.00	0.00	62.95	1.09	-0.09
736.74	541.02	0.42	-0.09	-0.03	25.00	0.00	188.61	2.87	-1.14
896.92	540.92	0.46	0.13	-0.14	25.00	0.00	511.14	8.75	-2.36
161.64	542.12	0.44	-0.15	-0.15	25.00	0.00	3815.38	56.67	-4.38
308.29	542.59	0.43	0.33	-0.33	25.00	0.00	145.19	1.45	-0.40
415.67	542.03	0.45	-0.17	-0.24	25.00	0.00	1028.38	15.61	-2.98
749.94	541.88	0.48	0.08	-0.02	25.00	0.00	808.05	14.00	-2.87
559.63	542.51	0.51	0.51	0.11	25.00	0.00	205.37	3.26	-1.28
619.47	542.38	0.50	-0.31	0.06	25.00	0.00	91.98	1.43	-0.39
719.83	543.07	0.48	0.17	0.22	25.00	0.00	171.51	2.48	-0.99
79.97	543.68	0.40	-0.25	0.02	25.00	0.00	122.22	1.85	-0.67
465.88	543.58	0.43	-0.30	0.03	25.00	0.00	233.04	3.57	-1.38
876.15	544.29	0.44	-0.11	-0.02	25.00	0.00	162.91	2.86	-1.14
966.65	544.24	0.45	0.01	-0.27	25.00	0.00	80.13	1.46	-0.41
170.38	544.84	0.53	0.25	-0.05	25.00	0.00	75.40	1.02	-0.02
429.11	544.74	0.43	-0.35	-0.08	25.00	0.00	1537.12	24.15	-3.46
438.33	545.49	0.45	-0.51	-0.09	25.00	0.00	1546.87	23.94	-3.45
344.08	546.53	0.49	-0.05	-0.09	25.00	0.00	181.88	1.93	-0.72
356.58	545.73	0.37	0.14	-0.09	25.00	0.00	87.39	1.30	-0.29
733.62	546.25	0.44	-0.24	0.07	25.00	0.00	565.66	9.10	-2.40
175.95	547.29	0.43	-0.70	-0.42	25.00	0.00	111.76	1.77	-0.62
350.11	546.67	0.39	-0.36	-0.10	25.00	0.00	390.68	5.37	-1.82
242.78	548.15	0.52	0.34	-0.11	25.00	0.00	90.00	1.28	-0.27
608.16	547.68	0.40	-0.17	-0.07	25.00	0.00	111.51	1.68	-0.56
450.36	549.43	0.43	0.01	-0.13	25.00	0.00	360.68	5.46	-1.84
302.83	550.28	0.48	-0.33	-0.03	25.00	0.00	178.26	2.46	-0.98
662.47	550.07	0.50	-0.32	-0.27	25.00	0.00	169.06	2.74	-1.09
690.13	549.50	0.46	0.24	0.21	25.00	0.00	194.04	3.34	-1.31
739.00	550.61	0.46	-0.62	0.04	25.00	0.00	69.99	1.14	-0.14
912.90	549.96	0.45	0.02	-0.09	25.00	0.00	5074.71	86.49	-4.84
171.26	550.64	0.40	-0.22	-0.23	25.00	0.00	150.21	2.40	-0.95
456.26	551.45	0.47	-0.44	-0.14	25.00	0.00	216.88	3.13	-1.24
