xcentroid	ycentroid	sharpness	roundness1	roundness2	npix	sky	peak	flux	mag
611.07	354.66	0.51	-0.03	0.00	25.00	0.00	285.15	4.60	-1.66
743.08	356.00	0.47	0.14	-0.03	25.00	0.00	113.98	1.94	-0.72
778.58	356.11	0.41	-0.35	-0.11	25.00	0.00	1151.11	19.40	-3.22
191.67	357.98	0.45	0.01	-0.13	25.00	0.00	415.85	5.98	-1.94
346.95	358.47	0.39	0.01	-0.08	25.00	0.00	110.39	1.49	-0.44
542.62	358.44	0.46	-0.30	0.06	25.00	0.00	234.45	3.80	-1.45
32.44	359.27	0.39	-0.08	-0.53	25.00	0.00	80.20	1.03	-0.04
213.35	358.63	0.49	-0.55	-0.38	25.00	0.00	87.96	1.07	-0.07
593.63	358.47	0.45	0.17	0.09	25.00	0.00	291.17	4.32	-1.59
667.98	358.98	0.47	-0.39	-0.24	25.00	0.00	51.63	1.07	-0.08
910.84	358.81	0.48	-0.33	-0.36	25.00	0.00	118.19	1.93	-0.71
198.10	359.78	0.39	-0.50	-0.10	25.00	0.00	71.90	1.05	-0.06
236.66	360.49	0.42	0.07	0.11	25.00	0.00	139.85	1.83	-0.66
585.81	359.85	0.51	0.17	-0.03	25.00	0.00	4313.12	71.23	-4.63
897.53	360.39	0.43	0.32	-0.12	25.00	0.00	2348.43	39.04	-3.98
98.40	361.07	0.43	0.35	-0.28	25.00	0.00	105.95	1.43	-0.39
447.87	360.52	0.36	0.21	0.12	25.00	0.00	80.31	1.53	-0.46
288.19	361.79	0.48	0.21	-0.26	25.00	0.00	240.50	3.32	-1.30
365.89	362.16	0.43	0.09	-0.03	25.00	0.00	31415.12	468.80	-6.68
522.60	361.84	0.48	0.09	-0.04	25.00	0.00	354.56	5.53	-1.86
788.95	361.95	0.40	-0.18	0.02	25.00	0.00	215.10	3.61	-1.40
220.78	363.05	0.42	-0.22	-0.27	25.00	0.00	173.84	2.31	-0.91
403.04	363.52	0.44	0.09	-0.03	25.00	0.00	4644.27	72.15	-4.65
539.35	363.61	0.45	-0.30	-0.06	25.00	0.00	187.20	3.02	-1.20
683.45	364.12	0.47	-0.61	-0.13	25.00	0.00	51.47	1.09	-0.09
1014.73	364.63	0.43	0.41	0.00	25.00	0.00	169.60	2.41	-0.96
520.83	365.45	0.54	0.61	0.33	25.00	0.00	127.61	1.72	-0.59
593.99	366.47	0.44	0.08	0.14	25.00	0.00	2747.37	45.74	-4.15
632.21	366.42	0.43	0.37	0.16	25.00	0.00	127.20	2.01	-0.76
719.88	365.69	0.41	-0.39	-0.23	25.00	0.00	72.38	1.30	-0.29
799.86	366.13	0.42	-0.72	-0.22	25.00	0.00	37.57	1.05	-0.05
462.19	367.23	0.47	0.14	-0.24	25.00	0.00	131.77	1.86	-0.67
706.43	366.65	0.41	-0.36	-0.12	25.00	0.00	270.85	4.78	-1.70
791.51	367.39	0.49	-0.20	-0.12	25.00	0.00	75.67	1.30	-0.28
49.19	367.70	0.35	-0.45	-0.29	25.00	0.00	143.73	1.92	-0.71
202.23	368.25	0.45	-0.40	-0.29	25.00	0.00	133.45	1.90	-0.70
725.56	368.29	0.45	-0.18	0.03	25.00	0.00	220.18	4.00	-1.51
761.05	368.24	0.47	0.10	-0.05	25.00	0.00	678.57	11.47	-2.65
876.41	367.84	0.44	-0.72	-0.13	25.00	0.00	103.63	1.76	-0.61
961.47	368.26	0.45	-0.25	-0.20	25.00	0.00	114.91	2.09	-0.80
587.68	368.50	0.42	0.31	-0.52	25.00	0.00	91.13	1.23	-0.22
380.17	369.99	0.43	0.07	-0.16	25.00	0.00	16946.47	271.66	-6.09
457.78	369.74	0.39	0.27	-0.71	25.00	0.00	89.05	1.21	-0.21
879.90	369.77	0.45	0.32	-0.04	25.00	0.00	59.22	1.10	-0.10
232.58	370.90	0.41	-0.50	-0.38	25.00	0.00	111.38	1.39	-0.35
435.59	371.32	0.46	0.01	-0.04	25.00	0.00	157.29	2.37	-0.94
538.13	370.92	0.40	-0.26	-0.08	25.00	0.00	205.18	3.26	-1.28
756.01	370.36	0.43	0.79	0.26	25.00	0.00	112.06	1.96	-0.73
358.58	371.57	0.41	0.69	-0.06	25.00	0.00	170.54	2.05	-0.78
930.87	371.81	0.44	-0.14	-0.11	25.00	0.00	328.81	5.52	-1.85
765.25	372.80	0.47	-0.12	-0.09	25.00	0.00	442.01	7.64	-2.21
689.23	374.14	0.40	-0.32	-0.21	25.00	0.00	172.44	2.88	-1.15
718.35	374.60	0.46	0.00	0.17	25.00	0.00	94.38	1.53	-0.46
641.39	375.57	0.34	-0.69	-0.21	25.00	0.00	65.88	1.25	-0.25
681.92	375.26	0.45	0.09	0.04	25.00	0.00	761.63	13.49	-2.82
289.81	375.61	0.44	0.42	-0.11	25.00	0.00	146.18	1.94	-0.72
500.47	376.03	0.49	-0.03	-0.16	25.00	0.00	57183.71	922.93	-7.41
628.01	376.39	0.34	-0.22	-0.45	25.00	0.00	67.95	1.09	-0.10
397.77	376.78	0.47	0.63	-0.16	25.00	0.00	117.32	1.50	-0.44
751.03	377.10	0.58	-0.85	-0.71	25.00	0.00	118.19	1.63	-0.53
79.02	377.51	0.39	-0.40	-0.07	25.00	0.00	1410.46	17.63	-3.12
227.84	377.75	0.44	-0.02	-0.10	25.00	0.00	753.85	10.77	-2.58
340.79	377.75	0.34	-0.02	-0.22	25.00	0.00	71.67	1.01	-0.01
67.95	379.30	0.38	-0.45	-0.45	25.00	0.00	114.62	1.51	-0.45
677.24	379.23	0.44	0.22	-0.04	25.00	0.00	953.13	16.89	-3.07
754.14	378.69	0.49	0.12	0.03	25.00	0.00	857.82	14.01	-2.87
814.22	378.91	0.44	-0.38	-0.22	25.00	0.00	155.48	2.68	-1.07
895.03	378.72	0.46	-0.29	-0.08	25.00	0.00	280.59	4.45	-1.62
315.73	379.68	0.46	0.17	-0.09	25.00	0.00	885.92	13.14	-2.80
549.16	379.43	0.42	0.24	0.15	25.00	0.00	89.15	1.70	-0.58
946.85	379.78	0.48	0.21	-0.18	25.00	0.00	52.89	1.02	-0.02
285.08	380.04	0.27	-0.11	0.64	25.00	0.00	63.98	1.02	-0.02
433.17	380.55	0.49	-0.47	0.02	25.00	0.00	112.90	1.57	-0.49
442.06	380.44	0.41	0.36	0.18	25.00	0.00	52.74	1.07	-0.07
668.04	381.49	0.38	0.05	0.15	25.00	0.00	128.30	2.23	-0.87
727.84	380.87	0.50	-0.01	-0.04	25.00	0.00	610.38	10.17	-2.52
740.44	381.07	0.45	-0.19	-0.17	25.00	0.00	506.31	8.35	-2.30
655.96	381.52	0.43	-0.21	-0.20	25.00	0.00	63.85	1.15	-0.15
673.13	381.75	0.40	0.96	0.26	25.00	0.00	101.73	1.77	-0.62
755.47	381.28	0.50	0.17	0.28	25.00	0.00	260.72	3.90	-1.48
360.72	382.98	0.43	-0.21	-0.30	25.00	0.00	110.20	1.16	-0.16
493.04	382.90	0.37	0.04	-0.09	25.00	0.00	118.77	1.95	-0.73
599.08	383.48	0.47	0.20	0.53	25.00	0.00	69.61	1.09	-0.09
797.69	383.29	0.46	0.11	0.17	25.00	0.00	87.13	1.56	-0.48
939.47	383.22	0.37	0.01	-0.44	25.00	0.00	63.96	1.08	-0.08
942.78	382.70	0.42	-0.02	-0.37	25.00	0.00	97.87	1.73	-0.59
231.94	384.02	0.40	0.07	-0.28	25.00	0.00	290.67	4.04	-1.52
392.17	383.37	0.40	-0.39	-0.07	25.00	0.00	221.03	3.20	-1.26
480.29	384.05	0.45	-0.35	-0.60	25.00	0.00	99.16	1.47	-0.42
649.65	384.26	0.47	0.06	-0.02	25.00	0.00	1192.74	19.72	-3.24
418.43	384.69	0.54	0.63	-0.24	25.00	0.00	157.40	2.04	-0.77
439.81	385.78	0.45	0.65	0.26	25.00	0.00	89.13	1.18	-0.18
530.51	386.32	0.44	0.20	0.14	25.00	0.00	139.64	2.19	-0.85
713.77	385.69	0.47	0.10	0.01	25.00	0.00	51.78	1.03	-0.03
834.69	385.88	0.41	0.10	0.42	25.00	0.00	80.99	1.27	-0.26
880.52	385.89	0.42	-0.20	-0.16	25.00	0.00	239.70	4.03	-1.51
25.68	386.61	0.33	-0.22	-0.03	25.00	0.00	147.73	2.01	-0.76
757.00	386.94	0.44	-0.15	-0.26	25.00	0.00	101.32	1.57	-0.49
933.83	387.63	0.35	-0.04	-0.01	25.00	0.00	114.74	2.23	-0.87
432.02	387.85	0.31	0.68	0.07	25.00	0.00	74.91	1.03	-0.03
689.17	388.64	0.46	0.74	0.26	25.00	0.00	76.16	1.30	-0.29
133.12	389.09	0.44	-0.12	-0.23	25.00	0.00	698.90	10.13	-2.51
160.20	389.36	0.36	-0.42	-0.23	25.00	0.00	69.66	1.00	-0.00
291.05	388.97	0.45	-0.24	-0.03	25.00	0.00	153.20	1.94	-0.72
770.11	389.59	0.42	-0.11	0.34	25.00	0.00	155.81	2.47	-0.98
804.00	389.33	0.46	-0.04	0.02	25.00	0.00	423.36	7.45	-2.18
957.56	389.12	0.44	-0.31	-0.22	25.00	0.00	61273.46	1021.09	-7.52
309.17	390.03	0.39	-0.01	-0.15	25.00	0.00	4260.20	64.15	-4.52
475.78	389.81	0.45	0.00	-0.14	25.00	0.00	150.59	2.25	-0.88
607.79	389.72	0.52	-0.15	-0.03	25.00	0.00	156.04	2.46	-0.98
754.73	390.11	0.43	-0.36	-0.02	25.00	0.00	272.15	4.49	-1.63
407.53	391.20	0.43	0.28	-0.32	25.00	0.00	72.95	1.06	-0.06
453.31	390.57	0.43	-0.23	-0.08	25.00	0.00	21141.00	338.89	-6.33
463.94	390.31	0.47	0.09	0.20	25.00	0.00	81.06	1.18	-0.18
639.34	391.22	0.36	0.29	-0.04	25.00	0.00	312.36	5.11	-1.77
974.52	390.80	0.41	-0.12	-0.14	25.00	0.00	202.53	3.33	-1.30
993.82	391.36	0.44	-0.38	-0.10	25.00	0.00	350.19	5.93	-1.93
74.03	391.82	0.43	-0.74	-0.48	25.00	0.00	109.15	1.46	-0.41
230.00	392.00	0.37	-0.18	-0.17	25.00	0.00	468.89	6.86	-2.09
501.92	391.46	0.43	-0.74	-0.13	25.00	0.00	119.75	1.95	-0.73
674.73	392.22	0.49	-0.07	-0.02	25.00	0.00	5386.67	92.03	-4.91
138.08	392.85	0.43	-0.32	-0.42	25.00	0.00	142.95	1.97	-0.74
296.86	393.12	0.42	0.04	0.05	25.00	0.00	1116.62	14.87	-2.93
514.63	393.10	0.46	0.14	-0.02	25.00	0.00	91.33	1.28	-0.26
570.82	393.20	0.45	-0.37	-0.19	25.00	0.00	54.93	1.10	-0.10
635.73	392.45	0.34	0.11	-0.33	25.00	0.00	97.34	1.71	-0.58
797.95	392.96	0.41	-0.10	-0.04	25.00	0.00	63.03	1.32	-0.30
817.26	393.33	0.43	-0.46	-0.21	25.00	0.00	296.93	4.84	-1.71
318.99	394.22	0.38	0.11	0.02	25.00	0.00	104.67	1.50	-0.44
402.56	393.94	0.38	0.11	-0.14	25.00	0.00	86.10	1.10	-0.11
428.61	393.92	0.59	-0.37	0.23	25.00	0.00	96.23	1.14	-0.14
521.65	394.07	0.49	-0.12	-0.03	25.00	0.00	824.92	13.46	-2.82
686.70	393.65	0.51	0.18	0.00	25.00	0.00	923.31	15.09	-2.95
30.59	395.90	0.40	0.11	-0.16	25.00	0.00	500.86	6.22	-1.98
330.18	395.46	0.39	0.44	0.04	25.00	0.00	327.43	4.60	-1.66
386.18	395.26	0.45	-0.32	-0.26	25.00	0.00	434.62	6.41	-2.02
805.10	394.68	0.44	0.13	-0.02	25.00	0.00	242.07	3.87	-1.47
776.49	397.11	0.51	0.19	0.58	25.00	0.00	72.14	1.14	-0.15
832.05	397.10	0.43	-0.13	-0.07	25.00	0.00	300.69	5.06	-1.76
1006.12	397.13	0.42	-0.19	-0.14	25.00	0.00	202.91	3.32	-1.30
35.28	397.85	0.43	-0.08	-0.20	25.00	0.00	774.93	11.20	-2.62
843.04	397.90	0.48	-0.67	-0.15	25.00	0.00	126.57	2.26	-0.88
925.92	398.32	0.43	0.18	-0.02	25.00	0.00	80.68	1.40	-0.37
188.07	398.51	0.48	0.29	-0.22	25.00	0.00	101.27	1.27	-0.26
550.99	398.52	0.49	0.13	0.06	25.00	0.00	14159.26	231.31	-5.91
179.26	399.43	0.48	-0.57	-0.05	25.00	0.00	91.30	1.18	-0.18
589.34	399.48	0.42	-0.30	-0.02	25.00	0.00	513.12	7.79	-2.23
635.27	401.39	0.36	0.29	-0.23	25.00	0.00	94.59	1.53	-0.46
681.65	401.26	0.43	-0.39	0.02	25.00	0.00	356.72	5.58	-1.87
155.40	402.46	0.43	-0.08	-0.11	25.00	0.00	8893.81	129.32	-5.28
522.11	403.04	0.27	-0.01	-0.37	25.00	0.00	56.16	1.01	-0.01
542.00	401.77	0.45	-0.17	-0.12	25.00	0.00	391.76	6.14	-1.97
711.91	402.17	0.39	-0.88	0.08	25.00	0.00	133.17	1.99	-0.75
881.68	401.38	0.48	-0.51	-0.32	25.00	0.00	48.58	1.13	-0.13
102.39	402.97	0.46	-0.10	-0.16	25.00	0.00	369.76	4.72	-1.69
378.03	402.68	0.34	-0.24	-0.34	25.00	0.00	111.36	1.61	-0.52
860.60	402.98	0.39	-0.62	-0.26	25.00	0.00	100.96	1.85	-0.67
208.66	403.54	0.43	-0.05	-0.20	25.00	0.00	186.55	2.46	-0.98
264.72	404.40	0.43	0.03	-0.03	25.00	0.00	386.85	5.61	-1.87
400.31	404.09	0.41	-0.56	-0.26	25.00	0.00	295.60	4.12	-1.54
456.97	404.39	0.44	0.18	0.04	25.00	0.00	2925.11	47.98	-4.20
490.15	403.61	0.44	0.11	-0.01	25.00	0.00	209.57	3.37	-1.32
270.82	405.11	0.39	-0.31	0.04	25.00	0.00	168.28	2.01	-0.76
518.69	404.81	0.52	0.06	-0.04	25.00	0.00	494.57	7.82	-2.23
945.68	405.38	0.31	-0.32	-0.22	25.00	0.00	57.83	1.14	-0.14
356.57	405.81	0.51	-0.13	-0.22	25.00	0.00	373.90	5.16	-1.78
419.37	405.98	0.48	0.11	-0.08	25.00	0.00	205.34	2.68	-1.07
433.96	406.49	0.43	0.29	0.10	25.00	0.00	127.48	1.68	-0.56
770.60	406.37	0.41	-0.46	0.01	25.00	0.00	52.90	1.11	-0.11
499.72	408.18	0.42	0.22	0.02	25.00	0.00	71.51	1.01	-0.01
897.54	408.42	0.40	-0.26	-0.12	25.00	0.00	96.83	1.73	-0.60
13.58	408.96	0.43	-0.01	0.02	25.00	0.00	99.45	1.41	-0.37
203.80	408.97	0.42	-0.03	-0.04	25.00	0.00	1182.78	16.22	-3.02
369.77	409.07	0.47	-0.01	-0.14	25.00	0.00	45770.51	730.24	-7.16
316.40	410.28	0.43	-0.27	-0.13	25.00	0.00	326.87	4.99	-1.75
392.42	409.38	0.46	0.54	-0.19	25.00	0.00	156.93	1.91	-0.70
470.27	410.08	0.51	-0.26	-0.43	25.00	0.00	173.17	2.69	-1.07
538.08	411.13	0.34	0.19	0.22	25.00	0.00	55.35	1.09	-0.09
785.34	409.98	0.45	-0.03	0.06	25.00	0.00	142.05	2.35	-0.93
914.68	410.27	0.46	-0.05	-0.02	25.00	0.00	192.16	3.35	-1.31
94.67	410.46	0.39	-0.23	-0.06	25.00	0.00	312.27	4.00	-1.50
389.23	410.98	0.46	-0.06	-0.62	25.00	0.00	162.12	1.74	-0.60
610.08	410.97	0.32	0.13	0.25	25.00	0.00	72.28	1.27	-0.26
628.33	410.85	0.41	-0.55	-0.68	25.00	0.00	166.59	1.97	-0.74
215.60	412.14	0.48	-0.06	-0.11	25.00	0.00	281.98	3.56	-1.38
233.79	412.43	0.38	-0.10	-0.13	25.00	0.00	130.62	1.75	-0.61
518.75	412.24	0.42	0.26	-0.21	25.00	0.00	99.79	1.56	-0.48
564.92	412.53	0.34	0.32	0.49	25.00	0.00	64.85	1.31	-0.29
654.68	412.42	0.44	-0.20	-0.06	25.00	0.00	118.65	2.20	-0.85
89.29	412.27	0.38	-0.73	-0.39	25.00	0.00	103.19	1.13	-0.13
421.89	413.38	0.55	0.16	0.12	25.00	0.00	143.72	1.84	-0.66
739.24	412.55	0.46	-0.19	-0.01	25.00	0.00	1167.47	19.83	-3.24
892.60	414.06	0.46	-0.30	-0.21	25.00	0.00	114.36	2.13	-0.82
323.72	415.57	0.42	-0.01	0.09	25.00	0.00	308.35	4.32	-1.59
678.07	415.53	0.62	-0.19	-0.07	25.00	0.00	74.57	1.09	-0.10
685.67	414.89	0.51	0.08	-0.09	25.00	0.00	10579.99	176.21	-5.62
270.98	415.88	0.42	-0.07	-0.04	25.00	0.00	400.77	5.61	-1.87
413.97	415.56	0.43	-0.35	0.07	25.00	0.00	239.40	3.14	-1.24
627.85	415.91	0.46	0.27	0.03	25.00	0.00	71.51	1.17	-0.17
848.50	416.04	0.45	-0.12	-0.22	25.00	0.00	724.87	12.35	-2.73
860.12	416.45	0.40	0.00	0.00	25.00	0.00	63.56	1.19	-0.19
875.69	415.79	0.46	0.29	0.19	25.00	0.00	109.40	1.65	-0.55
249.19	417.42	0.49	-0.80	-0.32	25.00	0.00	148.51	1.59	-0.51
369.32	416.68	0.47	0.24	-0.10	25.00	0.00	1708.42	24.71	-3.48
618.71	416.90	0.43	-0.03	0.06	25.00	0.00	116.88	2.07	-0.79
221.01	418.54	0.39	0.20	0.21	25.00	0.00	107.13	1.29	-0.28
392.73	418.43	0.40	-0.09	-0.11	25.00	0.00	189.78	2.93	-1.17
481.59	418.31	0.47	-0.12	-0.23	25.00	0.00	65.55	1.12	-0.12
571.56	417.72	0.45	0.10	-0.24	25.00	0.00	117.94	1.89	-0.69
637.72	418.74	0.53	0.07	-0.11	25.00	0.00	317.61	4.97	-1.74
690.88	418.83	0.42	-0.64	0.03	25.00	0.00	163.06	3.12	-1.24
968.86	418.86	0.43	-0.30	-0.27	25.00	0.00	170.67	2.95	-1.17
65.79	420.21	0.41	-0.06	-0.29	25.00	0.00	143.42	1.92	-0.71
121.94	419.39	0.37	-0.05	-0.04	25.00	0.00	222.12	2.91	-1.16
137.48	420.31	0.46	-0.07	-0.09	25.00	0.00	391.73	5.29	-1.81
449.96	419.99	0.46	0.01	-0.07	25.00	0.00	714.38	11.48	-2.65
664.79	419.74	0.46	0.33	0.19	25.00	0.00	114.84	1.79	-0.63
112.14	420.67	0.44	0.07	-0.24	25.00	0.00	41537.58	598.51	-6.94
180.44	420.89	0.35	0.20	0.01	25.00	0.00	111.34	1.43	-0.39
554.61	421.33	0.51	-0.29	0.06	25.00	0.00	239.09	3.92	-1.48
764.95	421.34	0.44	0.17	-0.19	25.00	0.00	55.40	1.00	-0.00
437.97	422.23	0.47	0.67	-0.15	25.00	0.00	12380.39	185.63	-5.67
584.60	421.88	0.39	-0.29	0.10	25.00	0.00	57.20	1.19	-0.19
712.56	421.96	0.40	-0.28	-0.03	25.00	0.00	295.18	4.50	-1.63
280.96	422.98	0.47	-0.28	-0.12	25.00	0.00	191.06	2.39	-0.95
519.35	423.33	0.48	-0.38	-0.11	25.00	0.00	279.75	4.39	-1.61
660.22	423.51	0.46	-0.27	0.04	25.00	0.00	302.55	4.92	-1.73
867.02	423.88	0.42	0.03	0.05	25.00	0.00	435.94	7.00	-2.11
507.35	426.25	0.48	-0.29	-0.17	25.00	0.00	714.97	11.34	-2.64
539.32	426.12	0.44	0.14	-0.11	25.00	0.00	32100.64	546.46	-6.84
594.65	427.32	0.41	-0.33	-0.35	25.00	0.00	124.20	1.80	-0.64
781.48	426.02	0.48	-0.10	-0.18	25.00	0.00	12826.64	215.16	-5.83
235.75	426.42	0.53	0.42	-0.16	25.00	0.00	121.02	1.15	-0.15
832.49	427.08	0.47	-0.02	-0.27	25.00	0.00	137.23	2.12	-0.82
463.47	428.25	0.47	-0.20	-0.11	25.00	0.00	2183.17	35.05	-3.86
685.83	428.09	0.47	-0.27	-0.70	25.00	0.00	86.48	1.11	-0.11
690.25	428.05	0.43	0.01	-0.12	25.00	0.00	326.24	5.40	-1.83
8.24	428.56	0.45	-0.39	-0.22	25.00	0.00	109.81	1.33	-0.31
120.66	428.10	0.45	0.08	-0.26	25.00	0.00	171.62	1.93	-0.72
224.32	428.97	0.44	-0.21	-0.42	25.00	0.00	240.56	3.14	-1.24
364.76	428.61	0.52	-0.37	0.32	25.00	0.00	100.66	1.27	-0.26
401.09	428.76	0.55	0.28	-0.38	25.00	0.00	153.45	1.90	-0.70
592.03	428.46	0.49	-0.14	0.08	25.00	0.00	416.55	6.79	-2.08
598.08	427.97	0.36	-0.15	0.34	25.00	0.00	140.40	2.42	-0.96
870.59	429.12	0.66	-0.12	0.13	25.00	0.00	74.80	1.40	-0.37
476.60	430.31	0.47	-0.12	-0.06	25.00	0.00	836.98	13.29	-2.81
702.08	429.89	0.42	-0.20	-0.12	25.00	0.00	114.33	2.05	-0.78
764.97	430.41	0.38	-0.13	-0.12	25.00	0.00	128.32	2.42	-0.96
795.74	429.53	0.47	0.23	0.03	25.00	0.00	196.23	3.25	-1.28
895.14	429.92	0.38	0.14	0.05	25.00	0.00	58.01	1.17	-0.17
343.87	430.88	0.37	-0.07	-0.34	25.00	0.00	158.65	1.87	-0.68
426.80	431.29	0.46	-0.02	-0.04	25.00	0.00	2449.59	39.37	-3.99
879.18	431.14	0.47	0.04	-0.11	25.00	0.00	3160.07	54.76	-4.35
206.78	431.59	0.41	-0.54	0.35	25.00	0.00	93.95	1.18	-0.18
350.79	432.95	0.49	-0.68	-0.37	25.00	0.00	92.59	1.11	-0.11
653.80	432.35	0.45	0.66	0.41	25.00	0.00	64.39	1.03	-0.03
712.23	432.33	0.44	-0.14	0.17	25.00	0.00	166.83	2.61	-1.04
171.42	434.33	0.37	-0.32	-0.24	25.00	0.00	222.21	3.32	-1.30
258.66	434.47	0.44	0.10	0.03	25.00	0.00	339.75	4.30	-1.58
723.43	435.12	0.49	-0.17	-0.17	25.00	0.00	5978.71	99.79	-5.00
889.07	434.74	0.43	-0.12	-0.00	25.00	0.00	233.57	3.82	-1.46
213.10	436.48	0.42	-0.48	-0.06	25.00	0.00	119.83	1.47	-0.42
346.79	436.32	0.51	-0.66	-0.54	25.00	0.00	181.81	2.28	-0.89
492.87	436.05	0.41	-0.73	0.19	25.00	0.00	78.75	1.14	-0.14
409.26	436.93	0.38	-0.07	-0.08	25.00	0.00	107.14	1.64	-0.54
582.62	436.58	0.50	-0.18	0.27	25.00	0.00	268.88	3.76	-1.44
708.41	437.03	0.44	0.07	-0.13	25.00	0.00	827.91	14.13	-2.88
6.79	438.39	0.39	0.29	0.01	25.00	0.00	838.85	11.22	-2.62
282.55	438.53	0.39	-0.11	-0.11	25.00	0.00	144.76	1.88	-0.69
451.00	437.94	0.34	-0.20	0.37	25.00	0.00	106.11	1.24	-0.23
693.03	438.33	0.41	-0.86	-0.30	25.00	0.00	65.06	1.16	-0.16
714.48	438.40	0.29	0.68	-0.13	25.00	0.00	50.36	1.08	-0.09
4.93	439.02	0.30	0.61	0.20	25.00	0.00	276.21	2.93	-1.17
351.08	438.91	0.37	-0.37	-0.51	25.00	0.00	132.95	1.71	-0.59
786.55	439.96	0.47	-0.17	-0.10	25.00	0.00	193.63	3.33	-1.30
63.94	441.49	0.40	0.66	-0.05	25.00	0.00	124.55	1.59	-0.50
471.93	440.69	0.38	-0.12	0.09	25.00	0.00	116.95	1.88	-0.69
594.91	440.88	0.43	-0.02	0.01	25.00	0.00	1316.00	20.99	-3.31
377.80	441.62	0.46	-0.09	-0.34	25.00	0.00	196.29	2.45	-0.97
444.68	441.83	0.47	-0.54	-0.00	25.00	0.00	317.15	4.69	-1.68
589.31	441.98	0.45	0.45	-0.13	25.00	0.00	333.45	5.49	-1.85
637.23	442.23	0.58	-0.41	-0.31	25.00	0.00	110.89	1.51	-0.44
829.36	442.08	0.47	-0.49	-0.20	25.00	0.00	347.95	5.23	-1.80
259.89	443.10	0.44	-0.26	-0.16	25.00	0.00	1091.74	16.01	-3.01
341.49	442.46	0.46	0.29	-0.03	25.00	0.00	419.65	5.78	-1.91
959.65	442.57	0.42	0.23	-0.19	25.00	0.00	238.64	3.80	-1.45
988.11	442.63	0.44	-0.11	-0.07	25.00	0.00	239.63	4.02	-1.51
660.19	443.00	0.54	0.18	0.59	25.00	0.00	56.63	1.10	-0.10
944.57	443.31	0.47	0.23	-0.05	25.00	0.00	103.00	1.91	-0.70
102.38	444.45	0.43	-0.14	-0.09	25.00	0.00	229.46	3.17	-1.25
398.71	445.24	0.48	-0.62	-0.22	25.00	0.00	155.00	2.15	-0.83
671.61	444.59	0.51	0.39	-0.01	25.00	0.00	4584.00	74.07	-4.67
928.01	444.70	0.53	-0.82	-0.51	25.00	0.00	64.27	1.14	-0.14
305.60	445.90	0.46	-0.04	-0.17	25.00	0.00	4572.92	70.43	-4.62
581.77	446.22	0.49	-0.03	0.01	25.00	0.00	3355.34	56.37	-4.38
621.35	446.04	0.44	0.02	-0.12	25.00	0.00	26599.22	462.97	-6.66
267.06	447.30	0.41	0.09	-0.14	25.00	0.00	15804.20	234.75	-5.93
295.67	446.91	0.51	0.05	-0.51	25.00	0.00	106.47	1.04	-0.04
434.50	446.94	0.46	-0.12	-0.16	25.00	0.00	285.06	4.49	-1.63
643.07	447.26	0.47	0.16	0.00	25.00	0.00	26204.59	453.39	-6.64
709.51	446.92	0.37	-0.10	0.02	25.00	0.00	161.67	2.73	-1.09
824.43	447.13	0.46	0.40	-0.03	25.00	0.00	59.39	1.15	-0.15
727.16	447.98	0.51	0.12	-0.06	25.00	0.00	213.43	3.39	-1.33
787.65	447.97	0.42	0.45	-0.04	25.00	0.00	158.07	2.82	-1.13
448.64	448.68	0.48	0.16	-0.10	25.00	0.00	20481.79	327.34	-6.29
673.76	448.44	0.50	-0.70	0.12	25.00	0.00	842.14	13.31	-2.81
762.16	449.53	0.40	0.14	-0.06	25.00	0.00	273.25	4.30	-1.58
705.09	449.84	0.33	0.65	-0.29	25.00	0.00	52.14	1.07	-0.08
320.31	452.21	0.36	0.67	0.48	25.00	0.00	291.98	3.01	-1.20
407.04	450.43	0.44	-0.07	0.02	25.00	0.00	4346.15	67.75	-4.58
525.05	450.96	0.37	0.32	0.23	25.00	0.00	79.92	1.47	-0.42
709.90	450.60	0.45	-0.23	0.14	25.00	0.00	108.03	1.59	-0.50
977.55	451.07	0.46	-0.09	-0.21	25.00	0.00	79.34	1.19	-0.19
464.42	451.57	0.50	0.33	-0.23	25.00	0.00	117.85	1.72	-0.59
515.86	452.42	0.57	-0.17	-0.14	25.00	0.00	81.76	1.07	-0.07
657.60	451.77	0.54	-0.49	-0.18	25.00	0.00	84.40	1.35	-0.33
735.05	452.29	0.40	-0.45	-0.07	25.00	0.00	92.37	1.72	-0.59
796.38	451.67	0.41	-0.40	-0.08	25.00	0.00	247.83	4.15	-1.54
901.98	451.80	0.52	-0.35	-0.05	25.00	0.00	64.66	1.15	-0.16
7.42	453.70	0.50	-0.04	-0.19	25.00	0.00	81.59	1.01	-0.01
207.90	452.65	0.39	0.18	-0.29	25.00	0.00	163.15	2.47	-0.98
365.56	453.01	0.47	-0.12	-0.17	25.00	0.00	1032.86	16.04	-3.01
487.40	452.66	0.46	0.47	-0.01	25.00	0.00	176.13	2.58	-1.03
540.34	453.32	0.47	-0.35	-0.14	25.00	0.00	7584.23	123.84	-5.23
671.08	452.60	0.46	0.81	0.42	25.00	0.00	97.22	1.08	-0.09
305.26	453.81	0.49	-0.06	-0.25	25.00	0.00	110.36	1.18	-0.18
505.54	454.10	0.39	-0.85	-0.38	25.00	0.00	56.67	1.09	-0.09
87.86	455.32	0.40	0.05	-0.02	25.00	0.00	196.75	2.78	-1.11
